Mo_000034l	4341881	4268001	4273000
Mo_000034l	4341881	4295801	4307600
Mo_000037l	15017180	1434601	1436800
Mo_000039l	27486768	3544401	3548800
Mo_000039l	27486768	22453001	22457400
Mo_000040l	15743511	3440601	3453200
Mo_000041l	22923454	3683201	3690200
Mo_000045l	13694345	10518001	10523000
Mo_000045l	13694345	13163401	13168400
Mo_000046l	2243341	28001	33000
Mo_000046l	2243341	292601	299200
Mo_000048l	11427225	9550001	9554400
Mo_000049l	41665554	39204401	39208800
Mo_000049l	41665554	39436201	39443200
Mo_000056l	1527953	897201	902200
Mo_000060l	23020752	2511601	2515600
Mo_000061l	9165098	310201	314000
Mo_000061l	9165098	329601	330200
Mo_000061l	9165098	413001	427000
Mo_000061l	9165098	660201	660200
Mo_000061l	9165098	720201	725800
Mo_000061l	9165098	804201	806000
Mo_000064l	3601158	3458801	3474400
Mo_000064l	3601158	3523201	3525200
Mo_000064l	3601158	3548801	3551800
Mo_000065l	14961432	14913601	14914000
Mo_000073l	4179445	432601	434400
Mo_000075l	35094293	24423001	24427600
Mo_000075l	35094293	34482401	34484200
Mo_000079l	1791341	1668401	1673600
Mo_000089l	11939738	5572201	5574400
Mo_000105l	1899480	478201	478600
Mo_000158l	2895012	83001	87000
